"id","from_book","from_chapter","from_verse","to_book","to_chapter_start","to_verse_start","to_chapter_end","to_verse_end","votes"
"214563","28","7","11","24","2","36","2","36","2"
"214564","28","7","11","23","30","1","30","6","2"
"214565","28","7","11","12","15","19","15","19","2"
"214566","28","7","12","24","16","16","16","16","2"
"214567","28","7","12","26","17","20","17","20","2"
"214568","28","7","12","3","26","14","26","46","2"
"214569","28","7","12","5","28","15","28","68","4"
"214570","28","7","12","26","32","3","32","3","2"
"214571","28","7","12","26","12","13","12","13","5"
"214572","28","7","12","5","31","16","31","29","2"
"214573","28","7","12","12","17","13","17","18","2"
"214574","28","7","12","5","29","22","29","28","3"
"214575","28","7","12","66","3","19","3","19","2"
"214576","28","7","12","18","19","6","19","6","2"
"214577","28","7","12","24","44","4","44","4","2"
"214578","28","7","12","5","32","15","32","43","2"
"214579","28","7","12","21","9","12","9","12","2"
"214580","28","7","13","23","59","13","59","13","2"
"214581","28","7","13","39","3","13","3","15","2"
"214582","28","7","13","26","16","23","16","23","2"
"214583","28","7","13","24","42","20","42","20","2"
"214584","28","7","13","23","63","8","63","8","2"
"214585","28","7","13","33","6","4","6","4","2"
"214586","28","7","13","5","15","15","15","15","2"
"214587","28","7","13","28","11","2","11","2","2"
"214588","28","7","13","16","1","10","1","10","2"
"214589","28","7","13","28","9","17","9","17","2"
"214590","28","7","13","62","1","10","1","10","2"
"214591","28","7","13","28","11","12","11","12","3"
"214592","28","7","13","23","31","1","31","1","2"
"214593","28","7","13","28","9","12","9","12","6"
"214594","28","7","13","25","5","16","5","16","3"
"214595","28","7","13","28","7","3","7","3","2"
"214596","28","7","13","18","21","14","21","15","2"
"214597","28","7","13","40","23","37","23","37","2"
"214598","28","7","13","24","14","10","14","10","2"
"214599","28","7","13","26","34","6","34","6","2"
"214600","28","7","13","24","18","11","18","12","2"
"214601","28","7","13","60","1","18","1","19","2"
"214602","28","7","13","32","1","10","1","10","2"
"214603","28","7","13","24","44","17","44","18","2"
"214604","28","7","13","19","139","7","139","9","2"
"214605","28","7","13","26","18","25","18","25","2"
"214606","28","7","13","66","8","13","8","13","2"
"214607","28","7","13","23","43","1","43","1","2"
"214608","28","7","13","32","1","3","1","3","2"
"214609","28","7","13","28","7","1","7","1","2"
"214610","28","7","13","23","41","14","41","14","2"
"214611","28","7","13","19","107","2","107","3","2"
"214612","28","7","13","18","22","17","22","17","2"
"214613","28","7","13","19","106","10","106","10","2"
"214614","28","7","13","40","23","13","23","29","3"
"214615","28","7","13","26","18","2","18","2","2"
"214616","28","7","14","23","65","14","65","14","3"
"214617","28","7","14","30","8","3","8","3","2"
"214618","28","7","14","45","16","18","16","18","2"
"214619","28","7","14","23","29","13","29","13","4"
"214620","28","7","14","50","3","19","3","19","4"
"214621","28","7","14","23","52","5","52","5","2"
"214622","28","7","14","18","35","9","35","10","7"
"214623","28","7","14","24","3","10","3","10","6"
"214624","28","7","14","30","2","8","2","8","4"
"214625","28","7","14","28","3","1","3","1","2"
"214626","28","7","14","59","5","1","5","1","2"
"214627","28","7","14","7","9","27","9","27","3"
"214628","28","7","14","38","7","5","7","5","4"
"214629","28","7","14","2","32","6","32","6","2"
"214630","28","7","14","19","78","34","78","37","5"
"214631","28","7","14","28","13","16","13","16","2"
"214632","28","7","14","33","2","11","2","11","4"
"214633","28","7","14","59","4","3","4","3","7"
"214634","28","7","15","12","13","23","13","23","3"
"214635","28","7","15","19","2","1","2","1","3"
"214636","28","7","15","44","4","25","4","25","3"
"214637","28","7","15","47","10","5","10","5","3"
"214638","28","7","15","19","106","43","106","45","3"
"214639","28","7","15","18","5","17","5","17","3"
"214640","28","7","15","58","12","5","12","5","3"
"214641","28","7","15","20","3","11","3","11","3"
"214642","28","7","15","24","17","9","17","9","3"
"214643","28","7","15","34","1","9","1","9","5"
"214644","28","7","15","19","62","3","62","3","3"
"214645","28","7","15","66","3","19","3","19","3"
"214646","28","7","15","12","14","25","14","27","3"
"214647","28","7","15","19","94","12","94","12","4"
"214648","28","7","15","12","13","5","13","5","2"
"214649","28","7","15","45","1","21","1","21","3"
"214650","28","7","16","66","13","5","13","5","2"
"214651","28","7","16","59","3","5","3","5","2"
"214652","28","7","16","19","57","4","57","4","2"
"214653","28","7","16","19","12","4","12","4","3"
"214654","28","7","16","28","7","13","7","13","2"
"214655","28","7","16","23","3","8","3","8","2"
"214656","28","7","16","28","9","3","9","3","5"
"214657","28","7","16","24","18","18","18","18","2"
"214658","28","7","16","42","11","24","11","26","2"
"214659","28","7","16","40","12","36","12","36","3"
"214660","28","7","16","19","73","9","73","9","4"
"214661","28","7","16","24","3","10","3","10","2"
"214662","28","7","16","19","78","37","78","37","2"
"214663","28","7","16","28","9","6","9","6","3"
"214664","28","7","16","26","23","32","23","32","4"
"214665","28","7","16","28","6","4","6","4","2"
"214666","28","7","16","26","36","20","36","20","2"
"214667","28","7","16","19","78","57","78","57","6"
"214668","28","7","16","61","2","8","2","8","2"
"214669","28","7","16","28","8","13","8","14","2"
"214670","28","7","16","28","11","7","11","7","2"
"214671","28","7","16","19","52","2","52","2","2"
"214672","28","7","16","42","8","13","8","13","2"
"214673","28","8","1","28","6","7","6","7","7"
"214674","28","8","1","24","4","13","4","13","5"
"214675","28","8","1","38","9","14","9","14","2"
"214676","28","8","1","24","4","5","4","5","2"
"214677","28","8","1","30","9","1","9","1","2"
"214678","28","8","1","26","7","14","7","14","2"
"214679","28","8","1","46","15","52","15","52","2"
"214680","28","8","1","24","6","1","6","1","2"
"214681","28","8","1","23","58","1","58","1","2"
"214682","28","8","1","28","9","15","9","15","2"
"214683","28","8","1","26","33","3","33","6","2"
"214684","28","8","1","29","2","15","2","15","1"
"214685","28","8","1","23","24","5","24","5","2"
"214686","28","8","1","35","1","8","1","8","3"
"214687","28","8","1","30","8","3","8","3","2"
"214688","28","8","1","5","28","49","28","49","7"
"214689","28","8","1","24","31","32","31","32","2"
"214690","28","8","1","58","8","8","8","13","3"
"214691","28","8","1","30","3","6","3","6","2"
"214692","28","8","1","40","24","28","24","28","2"
"214693","28","8","1","24","51","27","51","27","2"
"214694","28","8","1","29","2","1","2","1","2"
"214695","28","8","1","28","4","6","4","6","2"
"214696","28","8","1","23","18","3","18","3","2"
"214697","28","8","1","12","18","27","18","27","2"
"214698","28","8","1","36","1","16","1","16","2"
"214699","28","8","1","24","48","40","48","40","2"
"214700","28","8","1","26","16","59","16","59","2"
"214701","28","8","1","38","11","1","11","1","2"
"214702","28","8","1","28","5","8","5","8","5"
"214703","28","8","2","62","2","4","2","4","2"
"214704","28","8","2","42","13","25","13","25","2"
"214705","28","8","2","28","7","13","7","14","2"
"214706","28","8","2","23","48","1","48","2","2"
"214707","28","8","2","40","7","21","7","21","4"
"214708","28","8","2","12","10","29","10","29","2"
"214709","28","8","2","56","1","16","1","16","3"
"214710","28","8","2","12","10","16","10","16","2"
"214711","28","8","2","28","5","15","5","15","1"
"214712","28","8","2","24","7","4","7","4","2"
"214713","28","8","2","19","78","34","78","37","2"
"214714","28","8","2","33","3","11","3","11","2"
"214715","28","8","2","40","25","11","25","11","2"
"214716","28","8","3","25","3","66","3","66","4"
"214717","28","8","3","19","36","3","36","3","2"
"214718","28","8","3","30","1","11","1","11","3"
"214719","28","8","3","5","28","25","28","25","2"
"214720","28","8","3","3","26","36","26","36","2"
"214721","28","8","3","54","5","12","5","12","2"
"214722","28","8","3","19","81","10","81","11","4"
"214723","28","8","3","25","4","19","4","19","2"
"214724","28","8","4","12","15","10","15","30","4"
"214725","28","8","4","40","25","12","25","12","1"
"214726","28","8","4","11","12","16","12","20","3"
"214727","28","8","4","11","13","34","13","34","1"
"214728","28","8","4","28","13","2","13","2","3"
"214729","28","8","4","28","13","9","13","10","4"
"214730","28","8","4","11","16","31","16","31","3"
"214731","28","8","4","42","13","25","13","25","2"
"214732","28","8","4","48","4","9","4","9","2"
"214733","28","8","4","11","12","28","12","28","2"
"214734","28","8","4","43","10","14","10","14","3"
"214735","28","8","4","26","18","31","18","31","1"
"214736","28","8","4","24","44","7","44","8","1"
"214737","28","8","4","42","13","27","13","27","1"
"214738","28","8","4","28","2","8","2","8","3"
"214739","28","8","5","24","4","14","4","14","2"
"214740","28","8","5","28","10","5","10","5","6"
"214741","28","8","5","5","32","22","32","22","2"
"214742","28","8","5","12","17","16","17","18","2"
"214743","28","8","5","44","7","41","7","41","2"
"214744","28","8","5","28","8","6","8","6","2"
"214745","28","8","5","20","1","22","1","22","3"
"214746","28","8","5","24","13","27","13","27","6"
"214747","28","8","5","23","45","20","45","20","2"
"214748","28","8","5","12","17","21","17","23","2"
"214749","28","8","6","28","10","2","10","2","2"
"214750","28","8","6","24","10","3","10","9","2"
"214751","28","8","6","24","43","12","43","13","2"
"214752","28","8","6","24","50","2","50","2","2"
"214753","28","8","6","19","115","4","115","8","2"
"214754","28","8","6","14","31","1","31","1","2"
"214755","28","8","6","12","23","19","23","19","2"
"214756","28","8","6","44","17","29","17","29","2"
"214757","28","8","6","14","34","6","34","7","2"
"214758","28","8","6","24","10","14","10","14","2"
"214759","28","8","6","35","2","18","2","18","3"
"214760","28","8","6","44","19","26","19","26","2"
"214761","28","8","6","23","44","9","44","20","2"
"214762","28","8","6","19","135","15","135","18","2"
"214763","28","8","6","19","106","19","106","20","2"
"214764","28","8","6","12","23","15","23","15","2"
"214765","28","8","6","28","10","5","10","6","2"
"214766","28","8","7","20","22","8","22","8","14"
"214767","28","8","7","18","4","8","4","8","9"
"214768","28","8","7","28","7","9","7","9","4"
"214769","28","8","7","12","15","29","15","29","2"
"214770","28","8","7","23","66","15","66","15","3"
"214771","28","8","7","34","1","3","1","3","5"
"214772","28","8","7","12","15","19","15","19","2"
"214773","28","8","7","21","5","16","5","16","2"
"214774","28","8","7","5","28","33","28","33","2"
"214775","28","8","7","7","6","3","6","6","4"
"214776","28","8","7","12","13","3","13","7","2"
"214777","28","8","7","24","12","13","12","13","3"
"214778","28","8","7","28","2","9","2","9","3"
"214779","28","8","7","23","17","11","17","11","2"
"214780","28","8","7","48","6","7","6","7","7"
"214781","28","8","7","28","10","12","10","13","4"
"214782","28","8","8","5","28","64","28","64","2"
"214783","28","8","8","25","2","5","2","5","2"
"214784","28","8","8","12","17","1","17","6","2"
"214785","28","8","8","55","2","20","2","21","3"
"214786","28","8","8","25","2","2","2","2","2"
"214787","28","8","8","12","18","11","18","11","2"
"214788","28","8","8","3","26","33","26","33","2"
"214789","28","8","8","24","51","34","51","34","4"
"214790","28","8","8","23","30","14","30","14","2"
"214791","28","8","8","45","9","22","9","22","2"
"214792","28","8","8","25","2","16","2","16","2"
"214793","28","8","8","5","28","25","28","25","2"
"214794","28","8","8","24","50","17","50","17","2"
"214795","28","8","8","24","48","38","48","38","2"
"214796","28","8","8","24","22","28","22","28","6"
"214797","28","8","8","26","36","3","36","3","2"
"214798","28","8","9","18","39","5","39","8","2"
"214799","28","8","9","26","16","33","16","34","4"
"214800","28","8","9","28","12","1","12","1","2"
"214801","28","8","9","28","2","10","2","10","2"
"214802","28","8","9","28","2","5","2","7","2"
"214803","28","8","9","26","23","5","23","9","2"
"214804","28","8","9","28","7","11","7","11","4"
"214805","28","8","9","12","15","19","15","19","3"
"214806","28","8","9","28","5","13","5","13","4"
"214807","28","8","9","23","30","6","30","6","3"
"214808","28","8","9","24","2","24","2","24","8"
"214809","28","8","10","26","16","37","16","37","5"
"214810","28","8","10","13","5","26","5","26","2"
"214811","28","8","10","12","17","3","17","3","2"
"214812","28","8","10","26","26","7","26","7","4"
"214813","28","8","10","12","15","19","15","20","2"
"214814","28","8","10","37","2","6","2","6","3"
"214815","28","8","10","12","14","26","14","26","2"
"214816","28","8","10","26","22","20","22","20","2"
"214817","28","8","10","28","10","10","10","10","3"
"214818","28","8","10","23","36","13","36","13","2"
"214819","28","8","10","23","10","8","10","8","3"
"214820","28","8","10","24","42","2","42","2","3"
"214821","28","8","10","26","23","9","23","10","2"
"214822","28","8","10","26","23","46","23","47","2"
"214823","28","8","10","27","2","37","2","37","2"
"214824","28","8","10","26","23","22","23","26","3"
"214825","28","8","11","24","16","13","16","13","2"
"214826","28","8","11","28","10","8","10","8","2"
"214827","28","8","11","28","12","11","12","11","5"
"214828","28","8","11","23","10","10","10","11","2"
"214829","28","8","11","28","10","1","10","2","2"
"214830","28","8","11","5","4","28","4","28","3"
"214831","28","8","12","5","4","6","4","8","3"
"214832","28","8","12","19","50","17","50","17","2"
"214833","28","8","12","28","4","6","4","6","2"
"214834","28","8","12","45","7","12","7","12","3"
"214835","28","8","12","20","22","20","22","20","2"
"214836","28","8","12","19","119","18","119","18","2"
"214837","28","8","12","23","30","9","30","9","2"
"214838","28","8","12","19","147","19","147","20","2"
"214839","28","8","12","24","6","16","6","17","2"
"214840","28","8","12","16","9","26","9","26","2"
"214841","28","8","12","26","20","11","20","11","2"
"214842","28","8","12","12","17","15","17","16","2"
"214843","28","8","12","45","3","1","3","1","2"
"214844","28","8","12","16","9","13","9","14","2"
"214845","28","8","13","9","15","22","15","22","2"
"214846","28","8","13","2","32","34","32","34","2"
"214847","28","8","13","66","16","19","16","19","2"
"214848","28","8","13","28","9","9","9","9","5"
"214849","28","8","13","28","4","9","4","9","2"
"214850","28","8","13","28","12","11","12","11","2"
"214851","28","8","13","30","8","7","8","7","4"
"214852","28","8","13","28","5","6","5","6","3"
"214853","28","8","13","24","7","21","7","23","2"
"214854","28","8","13","28","9","3","9","4","3"
"214855","28","8","13","28","9","6","9","6","5"
"214856","28","8","13","24","14","10","14","10","3"
"214857","28","8","13","28","11","5","11","5","3"
"214858","28","8","13","20","21","27","21","27","2"
"214859","28","8","13","28","7","16","7","16","2"
"214860","28","8","13","30","5","22","5","22","4"
"214861","28","8","13","46","11","20","11","20","2"
"214862","28","8","13","23","1","11","1","11","3"
"214863","28","8","13","5","28","68","28","68","3"
"214864","28","8","13","28","7","2","7","2","2"
"214865","28","8","13","2","20","3","20","3","3"
"214866","28","8","13","46","11","29","11","29","2"
"214867","28","8","14","30","1","4","1","4","2"
"214868","28","8","14","23","43","21","43","21","2"
"214869","28","8","14","30","1","14","1","14","2"
"214870","28","8","14","23","42","13","42","13","2"
"214871","28","8","14","24","2","32","2","32","3"
"214872","28","8","14","11","12","31","12","31","2"
"214873","28","8","14","23","42","25","42","25","2"
"214874","28","8","14","24","23","27","23","27","2"
"214875","28","8","14","14","27","4","27","4","2"
"214876","28","8","14","23","22","8","22","11","2"
"214877","28","8","14","23","17","10","17","10","4"
"214878","28","8","14","30","1","10","1","10","3"
"214879","28","8","14","23","29","23","29","23","2"
"214880","28","8","14","12","18","13","18","13","1"
"214881","28","8","14","49","2","10","2","10","3"
"214882","28","8","14","5","32","18","32","18","6"
"214883","28","8","14","30","1","12","1","12","2"
"214884","28","8","14","14","26","10","26","10","2"
"214885","28","8","14","30","2","5","2","5","4"
"214886","28","8","14","28","13","6","13","6","4"
"214887","28","8","14","24","3","21","3","21","2"
"214888","28","8","14","19","106","21","106","21","3"
"214889","28","8","14","28","2","13","2","13","2"
"214890","28","8","14","24","17","27","17","27","5"
"214891","28","8","14","11","16","31","16","31","2"
"214892","28","9","1","59","5","1","5","1","2"
"214893","28","9","1","30","6","13","6","13","2"
"214894","28","9","1","28","5","7","5","7","2"
"214895","28","9","1","26","21","10","21","10","2"
"214896","28","9","1","26","20","32","20","32","2"
"214897","28","9","1","30","8","10","8","10","1"
"214898","28","9","1","24","44","17","44","17","3"
"214899","28","9","1","23","22","12","22","13","2"
"214900","28","9","1","30","6","6","6","7","2"
"214901","28","9","1","23","17","11","17","11","3"
"214902","28","9","1","28","4","12","4","12","3"
"214903","28","9","1","26","16","47","16","48","2"
"214904","28","9","1","28","10","5","10","5","4"
"214905","28","9","1","30","3","2","3","2","2"
"214906","28","9","1","28","5","4","5","4","2"
"214907","28","9","1","28","2","12","2","12","2"
"214908","28","9","1","59","4","16","4","16","3"
"214909","28","9","1","25","4","21","4","21","2"
"214910","28","9","2","28","2","9","2","9","5"
"214911","28","9","2","33","6","13","6","16","3"
"214912","28","9","2","28","2","12","2","12","2"
"214913","28","9","2","30","4","5","4","11","2"
"214914","28","9","2","29","1","3","1","7","2"
"214915","28","9","2","37","1","9","1","9","2"
"214916","28","9","2","37","2","16","2","16","2"
"214917","28","9","2","23","24","7","24","12","2"
"214918","28","9","2","29","1","9","1","13","2"
"214919","28","9","3","27","1","8","1","8","3"
"214920","28","9","3","23","11","15","11","16","2"
"214921","28","9","3","33","2","10","2","10","2"
"214922","28","9","3","28","8","13","8","13","8"
"214923","28","9","3","3","18","28","18","28","2"
"214924","28","9","3","44","10","14","10","14","2"
"214925","28","9","3","24","2","7","2","7","6"
"214926","28","9","3","5","4","26","4","26","3"
"214927","28","9","3","24","16","18","16","18","3"
"214928","28","9","3","12","17","6","17","6","3"
"214929","28","9","3","3","20","22","20","22","2"
"214930","28","9","3","5","28","68","28","68","2"
"214931","28","9","3","28","11","11","11","11","2"
"214932","28","9","3","6","23","15","23","15","3"
"214933","28","9","3","28","11","5","11","5","2"
"214934","28","9","3","26","4","13","4","13","9"
"214935","28","9","3","28","7","11","7","11","4"
"214936","28","9","3","3","25","23","25","23","7"
"214937","28","9","3","28","9","6","9","6","3"
"214938","28","9","3","11","9","7","9","7","3"
"214939","28","9","3","5","28","63","28","63","3"
"214940","28","9","4","30","4","4","4","5","2"
"214941","28","9","4","3","21","21","21","21","2"
"214942","28","9","4","29","1","13","1","13","2"
"214943","28","9","4","28","3","4","3","4","3"
"214944","28","9","4","30","8","11","8","12","2"
"214945","28","9","4","16","8","9","8","12","2"
"214946","28","9","4","28","8","13","8","13","5"
"214947","28","9","4","23","57","6","57","6","2"
"214948","28","9","4","3","21","17","21","17","2"
"214949","28","9","4","4","4","7","4","7","1"
"214950","28","9","4","3","21","6","21","6","2"
"214951","28","9","4","29","2","14","2","14","3"
"214952","28","9","4","3","17","11","17","11","2"
"214953","28","9","4","24","6","20","6","20","5"
"214954","28","9","4","26","24","17","24","17","3"
"214955","28","9","4","39","1","9","1","10","2"
"214956","28","9","4","39","2","13","2","13","2"
"214957","28","9","4","23","1","11","1","15","2"
"214958","28","9","4","23","66","3","66","3","2"
"214959","28","9","4","26","24","22","24","22","2"
"214960","28","9","4","2","40","23","40","23","2"
"214961","28","9","4","4","19","11","19","11","1"
"214962","28","9","4","30","5","22","5","22","2"
"214963","28","9","4","43","6","51","6","51","2"
"214964","28","9","4","4","28","2","28","2","2"
"214965","28","9","4","37","2","13","2","14","4"
"214966","28","9","4","5","26","14","26","14","5"
"214967","28","9","4","3","21","8","21","8","2"
"214968","28","9","5","24","5","31","5","31","4"
"214969","28","9","5","29","1","13","1","13","3"
"214970","28","9","5","23","10","3","10","3","6"
"214971","28","9","5","28","2","11","2","11","4"
"214972","28","9","6","23","19","13","19","13","2"
"214973","28","9","6","28","8","13","8","13","3"
"214974","28","9","6","28","9","3","9","3","3"
"214975","28","9","6","28","7","13","7","13","2"
"214976","28","9","6","23","7","23","7","23","4"
"214977","28","9","6","23","32","13","32","13","2"
"214978","28","9","6","9","13","6","13","6","2"
"214979","28","9","6","12","13","7","13","7","2"
"214980","28","9","6","23","27","12","27","12","2"
"214981","28","9","6","38","10","10","10","11","2"
"214982","28","9","6","23","11","11","11","11","2"
"214983","28","9","6","5","28","63","28","64","2"
"214984","28","9","6","28","7","16","7","16","3"
"214985","28","9","6","28","11","11","11","11","2"
"214986","28","9","6","19","107","34","107","34","2"
"214987","28","9","6","28","10","8","10","8","7"
"214988","28","9","6","20","24","31","24","31","2"
"214989","28","9","6","23","34","13","34","13","2"
"214990","28","9","6","23","5","6","5","6","5"
"214991","28","9","7","12","9","11","9","11","4"
"214992","28","9","7","24","46","21","46","21","1"
"214993","28","9","7","24","29","26","29","26","2"
"214994","28","9","7","26","25","17","25","17","1"
"214995","28","9","7","53","2","10","2","12","2"
"214996","28","9","7","47","5","13","5","13","3"
"214997","28","9","7","26","7","2","7","7","1"
"214998","28","9","7","44","26","24","26","25","6"
"214999","28","9","7","24","16","18","16","18","1"
"215000","28","9","7","24","23","16","23","17","1"
"215001","28","9","7","66","16","19","16","19","1"
"215002","28","9","7","24","6","14","6","14","1"
"215003","28","9","7","23","10","3","10","3","3"
"215004","28","9","7","33","2","11","2","11","2"
"215005","28","9","7","41","3","21","3","21","4"
"215006","28","9","7","24","11","23","11","23","1"
"215007","28","9","7","24","8","11","8","11","1"
"215008","28","9","7","38","11","15","11","17","1"
"215009","28","9","7","26","38","23","38","23","1"
"215010","28","9","7","26","14","9","14","10","3"
"215011","28","9","7","24","10","15","10","15","3"
"215012","28","9","7","30","8","2","8","2","1"
"215013","28","9","7","23","26","11","26","11","1"
"215014","28","9","7","36","1","14","1","18","1"
"215015","28","9","7","36","3","4","3","4","1"
"215016","28","9","7","26","13","3","13","3","3"
"215017","28","9","7","23","44","25","44","25","1"
"215018","28","9","7","23","34","8","34","8","1"
"215019","28","9","7","28","9","8","9","8","1"
"215020","28","9","7","26","12","22","12","28","1"
"215021","28","9","7","42","21","22","21","22","2"
"215022","28","9","7","26","13","10","13","10","2"
"215023","28","9","7","25","2","14","2","14","3"
"215024","28","9","7","33","7","4","7","4","5"
"215025","28","9","8","12","2","14","2","14","2"
"215026","28","9","8","12","4","33","4","37","2"
"215027","28","9","8","11","18","19","18","19","1"
"215028","28","9","8","24","6","14","6","14","2"
"215029","28","9","8","12","7","2","7","2","2"
"215030","28","9","8","11","18","36","18","39","1"
"215031","28","9","8","12","2","21","2","21","2"
"215032","28","9","8","12","4","43","4","43","2"
"215033","28","9","8","11","18","1","18","1","1"
"215034","28","9","8","24","14","13","14","13","2"
"215035","28","9","8","12","6","17","6","18","2"
"215036","28","9","8","11","22","28","22","28","2"
"215037","28","9","8","25","4","13","4","13","2"
"215038","28","9","8","12","5","27","5","27","2"
"215039","28","9","8","11","22","6","22","6","1"
"215040","28","9","8","26","3","17","3","17","5"
"215041","28","9","8","12","13","21","13","21","2"
"215042","28","9","8","12","4","1","4","7","2"
"215043","28","9","8","45","3","7","3","7","1"
"215044","28","9","8","11","22","22","22","22","2"
"215045","28","9","8","11","17","1","17","1","1"
"215046","28","9","8","23","62","6","62","6","3"
"215047","28","9","8","12","4","41","4","41","2"
"215048","28","9","8","24","6","17","6","17","2"
"215049","28","9","8","12","5","14","5","14","2"
"215050","28","9","8","24","31","6","31","6","2"
"215051","28","9","8","25","2","14","2","14","2"
"215052","28","9","8","26","33","7","33","7","3"
"215053","28","9","8","22","3","3","3","3","2"
"215054","28","9","8","33","7","4","7","4","3"
"215055","28","9","8","12","7","19","7","19","2"
"215056","28","9","8","43","15","24","15","24","3"
"215057","28","9","8","28","5","1","5","1","4"
"215058","28","9","8","12","3","15","3","20","2"
"215059","28","9","8","58","13","17","13","17","2"
"215060","28","9","8","11","22","11","22","11","1"
"215061","28","9","9","7","19","16","20","21","5"
"215062","28","9","9","28","8","13","8","13","4"
"215063","28","9","9","23","31","6","31","6","3"
"215064","28","9","9","28","10","9","10","9","7"
"215065","28","9","9","23","24","5","24","5","1"
"215066","28","9","10","24","5","31","5","31","2"
"215067","28","9","10","19","106","28","106","29","3"
"215068","28","9","10","28","4","14","4","14","4"
"215069","28","9","10","26","20","8","20","8","3"
"215070","28","9","10","28","11","1","11","1","2"
"215071","28","9","10","4","15","39","15","39","2"
"215072","28","9","10","24","11","13","11","13","5"
"215073","28","9","10","24","31","2","31","2","2"
"215074","28","9","10","19","81","12","81","12","2"
"215075","28","9","10","23","28","4","28","4","2"
"215076","28","9","10","5","32","17","32","17","2"
"215077","28","9","10","7","6","32","6","32","2"
"215078","28","9","10","4","13","23","13","24","2"
"215079","28","9","10","28","2","15","2","15","3"
"215080","28","9","10","30","4","5","4","5","2"
"215081","28","9","10","4","25","1","25","18","4"
"215082","28","9","10","45","6","21","6","21","1"
"215083","28","9","10","11","16","31","16","31","2"
"215084","28","9","10","2","19","4","19","6","2"
"215085","28","9","10","5","4","3","4","3","2"
"215086","28","9","10","24","2","2","2","3","3"
"215087","28","9","10","5","32","10","32","10","2"
"215088","28","9","10","33","7","1","7","1","3"
"215089","28","9","11","1","49","22","49","22","2"
"215090","28","9","11","19","58","8","58","8","2"
"215091","28","9","11","28","4","7","4","7","3"
"215092","28","9","11","28","9","14","9","14","3"
"215093","28","9","11","18","18","5","18","5","2"
"215094","28","9","11","21","6","3","6","3","2"
"215095","28","9","11","30","1","13","1","13","2"
"215096","28","9","11","5","33","17","33","17","2"
"215097","28","9","11","28","10","5","10","5","3"
"215098","28","9","11","18","18","18","18","19","2"
"215099","28","9","11","1","48","16","48","20","2"
"215100","28","9","11","1","41","52","41","52","3"
"215101","28","9","11","5","28","57","28","57","2"
"215102","28","9","11","5","28","18","28","18","3"
"215103","28","9","11","42","23","29","23","29","2"
"215104","28","9","12","28","9","16","9","16","3"
"215105","28","9","12","5","31","17","31","17","3"
"215106","28","9","12","5","28","41","28","42","2"
"215107","28","9","12","25","2","20","2","20","2"
"215108","28","9","12","28","7","13","7","13","5"
"215109","28","9","12","18","27","14","27","14","2"
"215110","28","9","12","24","15","7","15","7","2"
"215111","28","9","12","12","17","18","17","18","2"
"215112","28","9","12","5","28","32","28","32","2"
"215113","28","9","12","9","16","14","16","14","2"
"215114","28","9","12","4","26","65","26","65","2"
"215115","28","9","12","7","4","16","4","16","2"
"215116","28","9","12","12","17","23","17","23","2"
"215117","28","9","12","28","9","13","9","13","2"
"215118","28","9","12","28","9","5","9","6","2"
"215119","28","9","12","9","28","15","28","16","2"
"215120","28","9","12","5","32","25","32","25","3"
"215121","28","9","12","24","16","3","16","4","2"
"215122","28","9","13","28","13","8","13","8","2"
"215123","28","9","13","26","27","3","27","3","3"
"215124","28","9","13","24","9","21","9","21","2"
"215125","28","9","13","30","7","17","7","17","2"
"215126","28","9","13","26","26","1","26","21","3"
"215127","28","9","13","28","10","14","10","14","2"
"215128","28","9","13","12","15","16","15","16","2"
"215129","28","9","13","28","9","16","9","16","2"
"215130","28","9","13","28","13","16","13","16","2"
"215131","28","9","14","41","13","17","13","17","2"
"215132","28","9","14","46","7","26","7","26","3"
"215133","28","9","14","28","9","11","9","11","2"
"215134","28","9","14","40","24","19","24","19","2"
"215135","28","9","14","28","9","16","9","16","2"
"215136","28","9","14","42","23","29","23","29","5"
"215137","28","9","14","18","21","10","21","10","2"
"215138","28","9","14","42","21","23","21","23","3"
"215139","28","9","14","28","9","13","9","13","2"
"215140","28","9","15","6","10","43","10","43","2"
"215141","28","9","15","28","7","2","7","2","2"
"215142","28","9","15","28","1","6","1","6","2"
"215143","28","9","15","28","5","1","5","2","2"
"215144","28","9","15","44","4","27","4","27","2"
"215145","28","9","15","28","1","9","1","9","2"
"215146","28","9","15","12","17","17","17","20","2"
"215147","28","9","15","24","11","15","11","15","2"
"215148","28","9","15","26","23","18","23","18","2"
"215149","28","9","15","33","3","11","3","11","2"
"215150","28","9","15","44","5","21","5","21","1"
"215151","28","9","15","28","3","4","3","4","2"
"215152","28","9","15","38","11","8","11","8","2"
"215153","28","9","15","3","26","30","26","30","3"
"215154","28","9","15","30","5","27","5","27","2"
"215155","28","9","15","30","5","5","5","5","5"
"215156","28","9","15","23","1","23","1","23","7"
"215157","28","9","15","44","4","5","4","7","2"
"215158","28","9","15","33","6","5","6","5","4"
"215159","28","9","15","30","4","4","4","4","2"
"215160","28","9","15","6","5","2","5","9","2"
"215161","28","9","15","6","4","19","4","24","4"
"215162","28","9","15","28","12","11","12","11","5"
"215163","28","9","15","24","5","5","5","5","2"
"215164","28","9","15","9","7","16","7","16","5"
"215165","28","9","15","28","4","9","4","9","2"
"215166","28","9","15","24","33","24","33","26","2"
"215167","28","9","15","28","4","15","4","15","7"
"215168","28","9","15","28","9","17","9","17","2"
